Annotation Cluster 1	Enrichment Score: 2.4170216942969516
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Protein transport	16	5.6939501779359425	0.0014137739776645328	9784, 9146, 5870, 116986, 1130, 9382, 51296, 79856, 84138, 6238, 11154, 54812, 84971, 8888, 10015, 11018	209	610	20581	2.582916307161346	0.30777298288286814	0.061263539032129756	0.05961413605818779
GOTERM_BP_DIRECT	GO:0015031~protein transport	12	4.270462633451958	0.004284144190696211	51296, 79856, 84138, 116986, 6238, 11154, 54812, 1130, 84971, 10015, 9382, 11018	185	395	16792	2.7574957235716733	0.9854946911231746	1.0	1.0
UP_KEYWORDS	Transport	32	11.387900355871885	0.009261703084329505	9784, 9146, 6550, 116986, 245973, 9382, 56172, 81034, 353174, 79856, 150159, 6524, 515, 54812, 8888, 10015, 5870, 100128327, 1130, 27039, 55630, 51296, 124976, 116444, 84138, 6238, 11154, 10123, 84971, 10861, 11018, 10643	209	1978	20581	1.5931030812623064	0.9110128610415893	0.21891298199324286	0.21301917093957862

Annotation Cluster 2	Enrichment Score: 1.7667017628916661
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006950~response to stress	7	2.491103202846975	5.372450409155724E-5	3326, 27102, 8303, 10131, 3320, 65018, 8878	185	61	16792	10.415950376606114	0.051595124501392586	0.05297236103427544	0.05297236103427544
PIR_SUPERFAMILY	PIRSF002583:heat shock protein, HSP90/HTPG types	3	1.0676156583629894	4.358743039598434E-4	3326, 10131, 3320	16	4	1692	79.3125	0.006518203615884288	0.006538114559397651	0.006538114559397651
INTERPRO	IPR020575:Heat shock protein Hsp90, N-terminal	3	1.0676156583629894	0.003654102894517484	3326, 10131, 3320	193	9	18559	32.053540587219345	0.8150420350931878	0.971248295212437	0.971248295212437
INTERPRO	IPR001404:Heat shock protein Hsp90	3	1.0676156583629894	0.005507172231676483	3326, 10131, 3320	193	11	18559	26.225624116815826	0.9215915042842566	0.971248295212437	0.971248295212437
SMART	SM00387:HATPase_c	3	1.0676156583629894	0.0064415818626250305	3326, 10131, 3320	114	11	10057	24.05980861244019	0.5119456176560399	0.5458226235157284	0.5458226235157284
INTERPRO	IPR003594:Histidine kinase-like ATPase, ATP-binding domain	3	1.0676156583629894	0.04558530576541624	3326, 10131, 3320	193	33	18559	8.741874705605277	0.9999999995441615	1.0	1.0
INTERPRO	IPR020568:Ribosomal protein S5 domain 2-type fold	3	1.0676156583629894	0.07592005673105519	3326, 10131, 3320	193	44	18559	6.5564060292039565	0.9999999999999999	1.0	1.0
UP_KEYWORDS	Stress response	4	1.4234875444839856	0.0808798767370139	3326, 1153, 10131, 3320	209	100	20581	3.9389473684210525	0.9999999997002278	0.876198664650984	0.8526087006026881
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	4	1.4234875444839856	0.12159659663440484	3326, 10131, 3320, 10939	187	110	16881	3.2826446280991735	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006457~protein folding	3	1.0676156583629894	0.5891568023959189	3326, 10131, 3320	185	180	16792	1.5127927927927929	1.0	1.0	1.0
UP_KEYWORDS	Chaperone	3	1.0676156583629894	0.6051607765301621	3326, 10131, 3320	209	201	20581	1.4697564807541241	1.0	1.0	0.9768339768339769

Annotation Cluster 3	Enrichment Score: 1.6737421307890976
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	9	3.202846975088968	0.015241503466763616	10190, 2316, 7112, 6709, 3326, 1399, 55379, 1453, 5216	187	290	16881	2.801567398119122	0.9959693467171987	0.911949957428023	0.911949957428023
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	9	3.202846975088968	0.02083567178202226	10190, 2316, 7112, 6709, 3326, 1399, 55379, 1453, 5216	192	323	18224	2.6447368421052633	0.9964576102329691	0.6677641276406673	0.6677641276406673
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	8	2.8469750889679712	0.02998736397064272	10190, 7112, 6709, 3326, 1399, 55379, 1453, 5216	185	271	16792	2.679485389448489	0.9999999999999083	1.0	1.0

Annotation Cluster 4	Enrichment Score: 1.5621880852405234
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	13	4.6263345195729535	4.895289112493532E-4	9584, 7298, 4670, 1153, 3320, 29899, 9295, 140890, 11066, 109, 8888, 58517, 10643	187	348	16881	3.372257053291536	0.16120077869793936	0.08787043956925891	0.08787043956925891
